"age","job","marital","education","balance","duration","campaign","subscribed"
26,"admin.","single","secondary",443,84,3,"no"
41,"technician","married","secondary",351,175,1,"no"
34,"technician","married","tertiary",5060,12,21,"no"
39,"technician","single","tertiary",-41,40,15,"no"
27,"services","single","secondary",-124,217,1,"no"
31,"blue-collar","married","secondary",79,235,11,"no"
44,"unemployed","single","secondary",3945,255,1,"no"
55,"retired","married","tertiary",197,256,1,"no"
51,"blue-collar","divorced","primary",837,41,2,"no"
50,"management","married","tertiary",-94,75,1,"no"
30,"services","married","secondary",1743,192,4,"no"
46,"technician","married","secondary",57,796,1,"yes"
49,"admin.","married","secondary",635,220,3,"no"
56,"retired","married","secondary",-113,614,2,"no"
47,"admin.","divorced","secondary",225,1126,4,"yes"
30,"admin.","married","secondary",124,161,2,"no"
36,"entrepreneur","single","secondary",475,141,3,"no"
40,"management","married","tertiary",-7,697,1,"no"
37,"technician","single","secondary",375,223,2,"no"
42,"admin.","divorced","secondary",936,931,1,"yes"
45,"technician","married","secondary",1415,483,1,"no"
34,"unemployed","single","secondary",0,63,2,"no"
27,"admin.","single","secondary",3638,271,5,"no"
30,"blue-collar","married","secondary",-99,144,5,"no"
32,"technician","married","secondary",167,79,3,"no"
46,"housemaid","married","primary",19,171,1,"no"
29,"self-employed","married","tertiary",242,73,4,"no"
53,"unknown","married",NA,13,69,1,"no"
32,"technician","married","secondary",286,60,1,"no"
49,"unemployed","married","secondary",769,257,1,"no"
35,"management","married","tertiary",93,198,2,"no"
38,"blue-collar","married","secondary",1663,217,3,"no"
39,"entrepreneur","married","primary",238,134,1,"no"
34,"technician","single","secondary",2178,41,1,"no"
42,"blue-collar","married","primary",792,611,2,"no"
35,"blue-collar","single",NA,871,216,3,"no"
60,"admin.","married","secondary",1025,388,8,"no"
57,"technician","divorced","secondary",63,242,1,"no"
31,"blue-collar","single","secondary",16,387,1,"no"
29,"management","single","secondary",417,90,1,"no"
41,"services","married","secondary",3992,281,2,"no"
46,"blue-collar","married","primary",2749,332,1,"no"
33,"technician","married","secondary",133,218,1,"yes"
32,"blue-collar","single","secondary",1721,650,2,"no"
54,"management","divorced","tertiary",2171,1034,1,"yes"
37,"services","married","secondary",4760,182,2,"no"
32,"technician","single","secondary",2979,156,1,"no"
43,"management","married","tertiary",690,171,3,"no"
50,"blue-collar","divorced","secondary",203,265,1,"no"
34,"blue-collar","married","secondary",322,10,3,"no"
31,"admin.","divorced","secondary",1210,350,1,"no"
43,"self-employed","married","secondary",634,65,1,"no"
49,"entrepreneur","married","secondary",273,58,1,"no"
22,"student","single",NA,47,69,3,"no"
35,"management","married","tertiary",1100,127,2,"no"
56,"admin.","married","secondary",0,154,2,"no"
53,"blue-collar","married","secondary",0,36,4,"no"
54,"entrepreneur","married","tertiary",1544,85,7,"no"
32,"services","single",NA,6145,362,1,"no"
41,"self-employed","married","secondary",28,49,1,"no"
40,"blue-collar","married","secondary",1012,410,1,"no"
33,"blue-collar","married","primary",245,253,3,"no"
33,"management","single","tertiary",1998,570,1,"no"
34,"blue-collar","married","secondary",3990,633,7,"no"
36,"services","married","secondary",1328,82,4,"no"
34,"entrepreneur","married","tertiary",412,164,1,"no"
55,"management","married","primary",229,175,3,"no"
28,"student","single","tertiary",1562,659,4,"yes"
29,"admin.","single","secondary",3432,139,2,"no"
31,"admin.","single","secondary",144,43,11,"no"
52,"management","married","tertiary",1339,343,5,"no"
54,"services","married",NA,386,74,1,"no"
43,"blue-collar","married","primary",7727,302,8,"no"
55,"entrepreneur","married","secondary",204,455,13,"no"
28,"blue-collar",NA,NA,101,126,4,"no"
45,"unemployed","divorced","secondary",728,107,1,"no"
45,"entrepreneur","married","primary",2418,120,1,"no"
51,"management","married","tertiary",2934,727,4,"no"
42,"technician","single","secondary",0,275,4,"no"
43,"unknown","single",NA,181,41,1,"no"
34,"management","married","tertiary",176,61,4,"no"
36,"blue-collar","married","primary",49,232,2,"no"
37,"blue-collar","married","secondary",2023,214,1,"no"
50,"blue-collar","married","secondary",372,21,1,"no"
42,"management","divorced",NA,7702,138,2,"yes"
34,"blue-collar","single","primary",464,173,1,"no"
48,"management","married","secondary",117,635,1,"no"
47,"admin.","married","secondary",104,77,2,"no"
40,"management","married","tertiary",1041,73,1,"no"
37,"management","married","tertiary",539,540,2,"no"
38,"blue-collar","married","primary",0,179,2,"no"
29,"technician","single","tertiary",406,119,1,"no"
46,"blue-collar","married","primary",2558,107,1,"no"
26,"blue-collar","married","secondary",484,48,2,"no"
30,"services","single","tertiary",3516,447,4,"no"
42,"blue-collar","married","secondary",5639,430,2,"no"
42,"management","single","tertiary",100,64,2,"no"
31,"admin.","single","secondary",1306,217,5,"no"
37,"management","single","tertiary",815,77,1,"no"
26,"blue-collar","married","secondary",245,16,11,"no"
54,"blue-collar","married",NA,191,753,2,"no"
70,"retired","married","secondary",2815,125,2,"no"
29,"self-employed","single","secondary",3672,1210,1,"no"
50,"services","married","secondary",1572,185,1,"no"
60,"unemployed","divorced","secondary",385,80,1,"no"
32,"technician","single","secondary",29,156,2,"no"
32,"technician","married","secondary",84,403,3,"no"
34,"self-employed","single","tertiary",876,145,2,"no"
48,"services","single","primary",1499,17,7,"no"
25,"student","married","tertiary",0,160,1,"no"
32,"management","married","secondary",6217,486,2,"no"
32,"blue-collar","married","primary",329,321,1,"no"
47,"admin.","divorced","secondary",162,203,4,"no"
32,"technician","married",NA,14533,646,3,"no"
49,"management","single","tertiary",151,97,3,"yes"
53,"services","married","secondary",-2,144,2,"no"
41,"blue-collar","single",NA,4684,30,6,"no"
47,"management","divorced","tertiary",1149,82,2,"no"
35,"blue-collar","married","primary",11,326,4,"no"
33,"management","single","secondary",8004,414,3,"no"
49,"blue-collar","married","primary",1019,285,5,"no"
46,"management","divorced","tertiary",1297,716,3,"yes"
29,"management","divorced","tertiary",415,449,4,"no"
58,"self-employed","married","primary",671,16,3,"no"
40,"admin.","single","secondary",2378,65,1,"no"
34,"management","married","tertiary",417,138,1,"no"
60,"retired","married","primary",71,121,3,"no"
43,"management","married","tertiary",1188,140,2,"no"
50,"blue-collar","married","primary",8139,256,6,"no"
33,"blue-collar","married","secondary",249,61,4,"no"
37,"blue-collar","married","primary",689,367,2,"no"
55,"self-employed","married","secondary",203,9,5,"no"
45,"blue-collar","single","primary",-183,395,4,"no"
47,"blue-collar","married","primary",3451,125,2,"no"
58,"technician","married","secondary",116,580,3,"no"
36,"services","married","secondary",1746,15,1,"no"
55,"technician","married","secondary",0,119,2,"no"
31,"blue-collar","married","secondary",897,26,2,"no"
38,"technician","married","secondary",821,224,2,"no"
42,"blue-collar","married","secondary",130,285,1,"no"
32,"management","divorced","tertiary",1,399,4,"no"
39,"blue-collar","married","secondary",8,88,3,"no"
41,"technician","married","secondary",55,185,4,"no"
59,"blue-collar","married","primary",699,98,1,"no"
42,"unemployed","divorced","secondary",759,97,1,"no"
33,"blue-collar","married","secondary",687,72,2,"no"
53,"retired","married","secondary",4968,109,1,"no"
43,"blue-collar","married","primary",1211,208,3,"no"
39,"self-employed","single","tertiary",426,1029,1,"yes"
27,"entrepreneur","single","secondary",376,273,1,"no"
39,"management","married","tertiary",12,130,1,"no"
27,"blue-collar","single","secondary",23,590,2,"no"
33,"admin.","married","secondary",353,107,2,"no"
29,"services","divorced","secondary",330,88,2,"no"
33,"management","divorced","tertiary",0,305,2,"no"
41,"entrepreneur","married","secondary",353,90,2,"no"
38,"technician","single","tertiary",2273,222,1,"no"
30,"management","married","tertiary",0,127,1,"no"
58,"unemployed","married","tertiary",744,38,1,"no"
37,"services","single","secondary",608,380,3,"no"
36,"admin.","divorced","secondary",356,244,3,"no"
45,"blue-collar","married","primary",1291,189,17,"no"
23,"technician","single","secondary",-306,217,2,"no"
53,"blue-collar","married","primary",306,388,3,"yes"
44,"blue-collar","married","primary",-312,22,3,"no"
32,"technician","single","secondary",493,289,2,"no"
32,"management","married","tertiary",71,221,8,"no"
38,"admin.","married","tertiary",669,129,2,"no"
47,"blue-collar","married","primary",556,147,2,"no"
34,"services","single","secondary",84,299,1,"no"
52,"services","married","secondary",108,543,12,"no"
45,"admin.","single","secondary",-11,247,1,"no"
50,"blue-collar","married","primary",1164,166,2,"no"
52,"blue-collar","divorced","primary",-191,755,1,"yes"
37,"blue-collar","married","secondary",132,336,2,"no"
51,"blue-collar","married","secondary",2237,619,1,"no"
32,"management","married","tertiary",4761,159,2,"no"
33,"blue-collar","married","secondary",-346,29,3,"no"
28,"unemployed","married","secondary",655,606,2,"no"
66,"management","married","tertiary",1048,971,2,"no"
31,"services","single","secondary",0,231,2,"no"
35,"blue-collar","married","primary",624,163,1,"no"
47,"services","single",NA,1784,385,2,"yes"
36,"admin.","single","secondary",1281,119,2,"no"
32,"technician","single","tertiary",569,348,1,"no"
34,"blue-collar","married","primary",1666,30,1,"no"
40,"admin.","married","secondary",168,249,2,"no"
33,"self-employed","married","tertiary",263,119,2,"no"
39,"blue-collar","married","secondary",-405,177,1,"no"
38,"self-employed","married","secondary",279,110,5,"no"
32,"technician","single","secondary",0,594,4,"yes"
65,"unknown","married",NA,300,105,1,"no"
34,"unemployed","single","tertiary",415,123,1,"no"
34,"admin.","single","primary",0,172,4,"no"
42,"blue-collar","single","primary",1322,178,1,"no"
31,"services","married","secondary",1062,230,1,"no"
47,"technician","married","secondary",302,89,3,"no"
44,"technician","divorced","secondary",809,118,4,"no"
38,"housemaid","married","secondary",-278,143,2,"no"
28,"management","single","tertiary",3238,7,1,"no"
46,"admin.","single","secondary",751,104,2,"no"
51,"blue-collar","divorced","primary",-28,220,2,"no"
42,"management","divorced","tertiary",0,85,2,"no"
37,"technician","single","secondary",2442,91,3,"yes"
58,"unemployed","married","tertiary",1798,19,8,"no"
43,"admin.","married","secondary",132,574,1,"yes"
36,"management","single","tertiary",260,49,1,"no"
34,"blue-collar","married","secondary",7,171,2,"no"
31,"management","single","tertiary",3283,258,1,"yes"
49,"technician","married",NA,323,41,2,"no"
54,"management","married","tertiary",2960,83,1,"no"
29,"unemployed","single","secondary",486,95,1,"no"
51,"retired","divorced","secondary",343,78,2,"no"
40,"unemployed","divorced","secondary",507,134,1,"no"
35,"management","single","tertiary",5958,215,1,"yes"
25,"student","single","secondary",304,226,2,"yes"
32,"blue-collar","single","secondary",118,1275,1,"yes"
30,"self-employed","married","secondary",123,66,1,"no"
38,"management","married","tertiary",76,196,3,"no"
46,"admin.","married","secondary",70,229,2,"yes"
43,"unemployed","married","primary",960,241,2,"no"
32,"technician","single","tertiary",2185,354,2,"no"
29,"blue-collar","single","secondary",309,471,3,"no"
56,"blue-collar","married","secondary",2190,90,2,"no"
57,"technician","married","primary",0,58,8,"no"
38,"admin.","married","secondary",3732,379,2,"no"
51,"technician","married","primary",1550,12,5,"no"
35,"admin.","single","tertiary",62,67,1,"no"
37,"blue-collar","married","primary",704,165,7,"no"
48,"management","married","secondary",4415,1032,3,"yes"
30,"blue-collar","single","secondary",4,84,3,"no"
60,"retired","married","secondary",262,393,4,"no"
56,"management","married","secondary",238,808,1,"no"
45,"blue-collar","married","primary",97,923,3,"no"
38,"technician","divorced","secondary",410,63,6,"no"
20,"student","single","secondary",1191,274,1,"no"
59,"retired","married","primary",-47,84,4,"no"
34,"technician","married","tertiary",197,78,3,"yes"
36,"blue-collar","married",NA,6,41,7,"no"
53,"admin.","single","secondary",2398,317,1,"yes"
51,"management","married","tertiary",630,138,1,"no"
58,"retired","married","secondary",235,88,4,"no"
48,"management","married","primary",1910,413,2,"no"
56,"management","married","tertiary",3172,139,1,"no"
51,"blue-collar","married","primary",872,82,2,"no"
35,"blue-collar","married","secondary",407,12,6,"no"
40,"admin.","single","secondary",100,221,1,"yes"
59,"housemaid","married","secondary",345,38,1,"no"
44,"management","divorced","tertiary",2058,661,1,"no"
49,"housemaid","married","primary",889,388,1,"yes"
35,"admin.","married","tertiary",0,151,7,"no"
41,"management","married","tertiary",51,140,8,"no"
55,"retired","married","primary",150,124,1,"no"
51,"self-employed","married","secondary",34,200,1,"no"
27,"services","single","secondary",795,101,3,"no"
57,"blue-collar","married","primary",282,261,12,"no"
51,"management","single","tertiary",2139,176,2,"no"
38,"management","married","tertiary",-469,209,12,"no"
49,"admin.","married","secondary",197,223,1,"yes"
40,"technician","single","tertiary",825,38,1,"no"
47,"housemaid","single","tertiary",3232,541,1,"no"
48,"management","divorced","secondary",1598,84,1,"no"
47,"services","married","tertiary",871,602,9,"no"
56,"services","married","secondary",83,26,11,"no"
29,"management","single","tertiary",1445,328,2,"yes"
38,"technician","married","secondary",226,762,3,"yes"
32,"management","married","tertiary",-55,107,4,"no"
42,"admin.","single","secondary",243,46,5,"no"
30,"blue-collar","married","primary",-336,128,6,"no"
26,"admin.","single","tertiary",3672,360,5,"no"
35,"technician","married","secondary",0,524,1,"yes"
35,"technician","married","secondary",251,128,3,"no"
35,"self-employed","single","tertiary",44,310,2,"no"
57,"blue-collar","married","secondary",2887,819,10,"yes"
29,"admin.","single","secondary",1992,202,1,"no"
32,"blue-collar","single","secondary",2,144,2,"no"
45,"technician","married","secondary",1415,311,1,"no"
51,"management","single","tertiary",297,415,4,"yes"
31,"technician","single","secondary",1094,93,8,"no"
50,"self-employed","married",NA,-84,101,1,"no"
38,"blue-collar","single","secondary",-1,72,1,"no"
37,"management","married","tertiary",347,282,1,"no"
35,"management","married","tertiary",1253,210,2,"no"
37,"unemployed","married",NA,4565,369,1,"no"
28,"management","single","tertiary",781,125,6,"no"
38,"management","married","tertiary",7124,301,6,"no"
43,"management","married","secondary",17555,14,14,"no"
43,"management","married",NA,5172,57,3,"no"
