"color","quality","alcohol","residual_sugar","density","pH"
"white",6,9.8,8.1,0.9958,3.3
"white",6,9.8,8.1,0.99585,3.3
"white",5,8.7,19.3,1.00055,3
"white",6,10.2,18.6,0.9985,3.37
"white",6,9.5,5,0.99505,3.22
"white",6,11,1.6,0.992,2.94
"white",5,9.2,13.4,0.9988,3.08
"white",6,10.9,1.6,0.99175,3.21
"white",7,9.3,8.8,0.9962,3.42
"white",7,9.3,8.8,0.9962,3.42
"white",7,9.8,5.2,0.9942,3.41
"white",7,9.3,1.1,0.9927,3.12
"white",7,9.3,1.1,0.9927,3.12
"white",5,9.4,16.7,0.99985,3.4
"white",9,10.4,10.6,0.997,3.2
"white",6,12.1,2.2,0.9918,3.24
"white",6,11,1.5,0.99215,3.02
"white",5,9,13.7,0.99865,3.12
"white",7,9.5,15,0.9992,3.37
"white",8,8.8,14.1,1.0006,3.28
"white",4,11.2,1.4,0.99135,3.37
"white",6,9.3,9.5,0.99715,3.08
"white",7,9.5,15,0.9992,3.37
"white",8,8.8,14.1,1.0006,3.28
"white",5,9,13.7,0.99865,3.12
"white",6,9.3,10.6,0.99815,3.27
"white",6,9.2,11,0.99815,3.27
"white",6,9.2,11,0.99815,3.27
"white",7,10,7,0.9949,3.46
"white",6,9.3,10.6,0.99815,3.27
"white",6,9.2,11,0.99815,3.27
"white",7,10.9,2,0.99225,3.39
"white",5,10,4.9,0.99445,3.1
"white",7,10.9,2,0.99225,3.39
"white",5,9.3,1.4,0.99335,3.03
"white",5,9,7.3,0.99625,3.09
"white",6,9.2,8.8,0.9971,3.02
"white",6,9.6,12.5,0.9983,3.28
"white",6,9.4,4.8,0.99445,3.42
"white",8,11.1,1.4,0.99085,3.34
"white",6,8.9,11.2,0.9977,3.06
"white",5,9.3,6.8,0.9953,3.19
"white",5,9.3,11.6,0.99775,3.07
"white",7,9.8,11.4,0.99795,3.41
"white",6,9.8,6.6,0.99505,3.22
"white",6,8.9,11.2,0.9977,3.06
"white",5,9.6,13.2,0.9975,3.17
"white",6,9.6,13.1,0.99745,3.16
"white",6,9,12,0.9976,3.15
"white",6,9.5,13.4,0.99775,3.17
"white",5,9.3,6.8,0.9953,3.19
"white",6,9.2,1.5,0.9932,3.21
"white",7,9.1,1.1,0.99405,3.42
"white",6,9.5,16.5,1,3.38
"white",6,10.5,15.6,0.99785,3.03
"white",5,9,2.8,0.9939,3.01
"white",5,11.7,5.1,0.9939,3.16
"white",5,9.1,8.9,0.99675,3.2
"white",5,9,2.8,0.9939,3.01
"white",5,9.1,8.9,0.99675,3.2
"white",9,12.4,1.6,0.98965,3.41
"white",6,9.2,10.2,0.9971,2.96
"white",5,9.4,5.4,0.99445,3.3
"white",6,9.6,6.2,0.9945,3.34
"white",5,11.7,5.1,0.9939,3.16
"white",6,9.8,7.2,0.9958,3.26
"white",6,10.2,8.1,0.9956,3.33
"white",9,12.5,2,0.99055,3.28
"white",7,10.9,10.7,0.9959,3.16
"white",7,11,1.2,0.9925,3.16
"white",6,10.5,1.7,0.9963,3.72
"white",4,11.5,5.5,0.9935,3.05
"white",8,12.8,2.7,0.99105,3.36
"white",6,12.2,1.3,0.99045,3.18
"white",6,10.5,1.7,0.9963,3.72
"white",8,12.8,4.3,0.99155,3.14
"white",8,11.9,2.1,0.99085,3.25
"white",8,11.9,2.1,0.99085,3.25
"white",8,11.9,2.1,0.99085,3.25
"white",7,12,6,0.9924,3.16
"white",7,12,6.3,0.9924,3.16
"white",7,8.8,13.4,0.99975,3.12
"white",7,8.8,13.4,0.99975,3.12
"white",7,10.8,1.7,0.99315,3.21
"white",8,11,1.6,0.9917,3.3
"white",8,11,1.6,0.9917,3.3
"white",5,9.3,15.4,0.99845,3.02
"white",5,10.8,1.2,0.9921,3.08
"white",7,8.8,13.4,0.99975,3.12
"white",6,11.5,1.8,0.9909,3.31
"white",7,10.8,1.7,0.99315,3.21
"white",5,9.4,13.6,0.99855,3.1
"white",7,9.5,1.3,0.9934,3.27
"white",5,8.6,11.1,0.9978,3.06
"white",7,9.5,1.3,0.9934,3.27
"white",7,10.3,2.1,0.9949,3.49
"white",5,9.4,13.6,0.99855,3.1
"white",5,9.4,13.7,0.9986,3.1
"white",7,10,10.2,0.99725,3.17
"white",5,9.4,4.8,0.9946,3.18
"white",8,10.4,1.7,0.99255,3.22
"white",7,9.1,14.2,0.9996,3.29
"white",6,9.9,6.5,0.9939,3.36
"white",6,12.1,1.7,0.99,3.24
"white",5,9.9,6.5,0.9937,3.35
"white",6,12.5,2.2,0.9886,3.12
"white",7,9.5,1.3,0.9934,3.27
"white",8,8.5,12.6,1,3.24
"white",7,9,14.4,0.9994,3.28
"white",6,10.1,1.2,0.9926,3.19
"white",5,9.4,9.7,0.9956,3.04
"white",5,8.6,11.1,0.9978,3.06
"white",6,10.7,4,0.9915,3.06
"white",3,9.6,1.4,0.9939,2.89
"white",5,10.1,1.3,0.9932,3.35
"white",7,10,2.2,0.993,3.2
"white",9,12.7,4.2,0.9898,3.28
"white",6,10.2,1.6,0.9921,3.19
"white",6,8.9,1.4,0.9932,3.23
"white",8,11.9,2.2,0.9919,3.41
"white",7,10,2.2,0.993,3.2
"white",6,9.9,1.9,0.9953,3.19
"white",6,11.5,6,0.9928,3.13
"white",6,11.5,6,0.9928,3.13
"white",6,9.8,12.2,0.9976,3.35
"white",7,12.2,2.6,0.9906,3.4
"white",6,11.4,1.6,0.9918,3.19
"white",7,11,2,0.99185,3.37
"white",6,11.4,1.6,0.9918,3.19
"white",7,11,2,0.99185,3.37
"white",6,9.9,6.4,0.994,3.3
"white",7,11,1.2,0.9908,3.42
"white",5,9.4,1,0.9928,3.58
"white",7,12.2,1.4,0.9896,3.12
"white",7,11,1.2,0.9908,3.42
"white",6,10.3,1.1,0.9918,3.23
"white",6,10.5,8.7,0.9952,3.22
"white",6,10.5,1.6,0.9923,3.08
"white",6,10.9,1.4,0.9915,3.05
"white",6,10.5,8.5,0.9952,3.22
"white",7,11,7.9,0.9947,3.32
"white",6,9.7,13.2,0.9983,3.25
"white",5,8.9,12.8,0.9975,3.08
"white",6,9.6,7.7,0.995,3.2
"white",8,8.8,2.4,0.9944,3.02
"white",4,11.1,1.6,0.994,3.06
"white",4,10.3,1.3,0.9944,3.08
"white",8,12.2,2.1,0.9908,3.28
"white",4,9.8,9.6,0.99795,3.32
"white",5,8.8,NA,0.9985,3.08
"white",5,9.9,5.8,0.99425,3.15
"white",5,9.9,5.6,0.99425,3.15
"white",5,9.9,5.8,0.9943,3.15
"white",5,9.2,0.8,0.9924,3.36
"white",4,9.5,1.2,0.9946,3.24
"white",5,9.2,0.8,0.9924,3.36
"white",7,10.3,4.7,0.995,3.36
"white",6,11,1.6,0.9919,2.93
"white",6,11.9,1.4,0.99,3.06
"white",7,10.2,1.1,0.9923,2.94
"white",7,9.4,4.6,0.9956,3.55
"white",6,8.9,10.6,0.9978,3.13
"white",6,8.9,10.6,0.9978,3.13
"white",6,10,12.9,0.9967,3.17
"white",8,10.7,2,0.9934,3.45
"white",5,9.8,2.9,0.9936,3.28
"white",5,9.3,2.8,0.9932,3.36
"white",7,9.5,2.9,0.9934,3.02
"white",5,10,12,0.998,3.58
"white",5,9,15,0.9978,3.15
"white",7,11.9,5.9,0.9929,3.14
"white",5,8.9,12.6,0.9974,3.08
"white",6,10,12.5,0.99685,3.18
"white",5,9.6,7.4,0.99495,3.26
"white",5,8.9,13,0.99745,3.08
"white",5,8.9,6.7,0.99505,3.12
"white",5,11.4,1.4,0.992,3.08
"white",5,9,15,0.9978,3.15
"white",6,10,7.3,0.9956,3.36
"white",7,9.6,15.3,0.9982,3.06
"white",5,9.7,7.5,0.99485,3.14
"white",6,9.5,11.75,0.9971,3.25
"white",7,10,1.6,0.99265,3.54
"white",7,12.2,3.5,0.9904,3.14
"white",7,8.7,8,0.9965,3.28
"white",7,10.2,5,0.9946,3.52
"white",5,9.6,18.2,0.99965,2.96
"white",5,10,1.6,0.9935,2.96
"white",4,9.5,3.2,0.996,3.36
"white",5,11.5,6.4,0.9942,3.18
"white",5,9.5,1.9,0.9936,3.08
"white",6,9.8,9.7,0.9965,3.08
"white",6,10.1,1.4,0.9928,3.23
"white",5,10,1.3,0.9928,2.99
"white",6,9.8,9.7,0.9965,3.08
"white",5,9.5,1.9,0.9936,3.08
"white",5,9.5,1.8,0.9938,3.07
"white",7,10.2,0.9,0.9926,3.39
"white",7,10.2,1.1,0.9926,3.39
"white",6,9,15.4,0.9983,3.03
"white",6,9,15.4,0.9983,3.03
"white",7,12.3,5,0.992,3.13
"white",6,9,15.4,0.9983,3.03
"white",6,11.6,4,0.9923,3.37
"white",6,9.5,12.5,0.9972,3.28
"white",5,11.5,3.2,0.9928,3.15
"white",6,9.6,1.8,0.9928,3.13
"white",6,9,17.5,0.9994,3.24
"white",7,12,1.9,0.991,3.34
"white",7,11.4,1.6,0.9906,3.33
"white",7,12.3,1.5,0.9894,3.38
"white",7,12.6,1.7,0.9898,3.32
"white",6,9,17.5,0.9994,3.24
"white",7,12,1.9,0.991,3.34
"white",6,11.7,1.8,0.9925,3.32
"white",5,9.2,4.3,0.9956,3.12
"white",6,10.3,4.9,0.9946,3.51
"white",5,8.6,7.6,0.9966,3.25
"white",7,10.7,6.7,0.9951,3.39
"white",5,9.8,1.6,0.9927,3.12
"white",6,9.8,1.5,0.9927,3.12
"white",7,10.7,6.7,0.9951,3.39
"white",6,12.5,1.7,0.9894,3.5
"white",6,11.9,4.2,0.9907,3.41
"white",5,10.8,1.6,0.9925,3.44
"white",6,10.5,1.9,0.9928,3.42
"white",6,10.3,5.3,0.9941,3.12
"white",6,10.3,5.2,0.9941,3.12
"white",5,10.8,1.6,0.9925,3.44
"white",7,12,8.9,0.9935,3.06
"white",6,10.2,3.4,0.9932,2.95
"white",4,10.2,1.3,0.9944,3.14
"white",5,9.9,15.2,0.9972,3.19
"white",4,10.1,1.3,0.994,3.38
"white",6,9.5,1.8,0.9956,3.25
"white",6,10.5,1.6,0.9927,3.05
"white",5,10.4,1.3,0.9924,3.29
"white",6,9.5,9.8,0.9966,3.31
"white",6,9.2,17.45,0.9997,3.05
"white",7,10.1,2.1,0.9936,3.05
"white",7,9.8,1.8,0.9936,3.15
"white",5,9.4,6.8,0.9952,3.09
"white",6,9.4,7.1,0.9952,3.09
"white",7,10.4,1.3,0.9928,3.31
"white",6,11.3,3.3,0.9911,3.34
"white",6,10.8,3.3,0.993,3.42
"white",6,11.3,3.3,0.9911,3.34
"white",5,9.3,2.7,0.9932,3.32
"white",7,10.3,1.2,0.993,3.37
"white",6,10.5,1.3,0.993,3.08
"white",6,10.3,1.4,0.9932,3.11
"white",7,11.2,1.7,0.9932,3.24
"white",6,10.3,1.7,0.9943,3.15
"white",5,9.5,11.6,0.9968,3.19
"white",5,8.9,12.6,0.9994,3.66
"white",5,10.2,2.8,0.9926,3.03
"white",5,9.2,11.2,0.9968,2.98
"white",6,10.3,1.4,0.9932,3.11
"white",6,10.5,1.4,0.9916,2.95
"white",6,9.5,1.5,0.9946,3.21
"white",7,11.4,1.5,0.9925,3.11
"white",7,11.4,1.5,0.9925,3.11
"white",8,11.1,7.05,0.9935,3.25
"white",6,10.5,10.6,0.9962,3.13
"white",6,12,2.8,0.9928,3.51
"white",6,9.7,1.6,0.993,3.38
"white",6,10.2,1.6,0.993,3.32
"white",4,9.5,8.2,0.9956,3.09
"white",7,10.4,1.5,0.9941,3.41
"white",4,9.3,11,0.9972,3.19
"white",6,10.5,2.1,0.9948,3.48
"white",6,10,7.6,0.9955,3.35
"white",6,10.2,6.8,0.9972,3.49
"white",6,10.2,6.8,0.9972,3.49
"white",3,9.1,10.6,0.9983,2.87
"white",6,10.2,1.8,0.9942,3.16
"white",5,10.7,1.5,0.9936,3.54
"white",5,9.7,6,0.9956,3.21
"white",7,9.3,5.3,0.9953,3.37
"white",5,11,1.4,0.9918,3.05
"white",4,10.8,2.1,0.995,3.22
"white",5,10.7,1,0.992,3.01
"white",4,10.7,5.2,0.9952,3.24
"white",5,8.8,19.45,1.001,2.95
"white",7,10.9,1.6,0.9924,3.16
"white",5,10.5,2,0.9932,3.14
"white",5,10,1.3,0.9937,3.29
"white",5,10.4,1.7,0.9918,3.07
"white",5,9.2,1.1,0.9934,3.03
"white",6,12.6,4.7,0.991,3.31
"white",5,9,7.5,0.9962,3.1
"white",6,9.2,1.1,0.9932,3.03
"white",5,11.3,1.3,0.9908,2.99
"white",4,10.3,2.2,0.9962,3.12
"white",5,10.4,1.7,0.9918,3.07
"white",5,10,2.2,0.9941,2.96
"white",6,10.7,1.2,0.9931,3.51
"white",5,9,10,0.9981,3.41
"white",6,10.7,1.2,0.9931,3.51
"white",4,8.7,1.1,0.9944,3.3
"white",7,11.6,2,0.992,3.09
"white",5,9.4,7.5,0.9966,3.34
"white",5,9.5,4,0.9956,3.31
"white",5,9.5,4.1,0.9956,3.3
"white",6,10.9,1.9,0.9949,3.37
"white",5,9.7,14.8,1.0002,3.22
"white",6,9.1,5.5,0.9942,3.08
"white",7,11.1,2.6,0.9923,3.1
"white",7,12.6,6.35,0.9917,2.96
"white",6,11,1.5,0.9931,3.35
"white",7,11.3,1.6,0.992,3
"white",5,9.7,14.8,1.0002,3.22
"white",7,10.9,9.1,0.9953,2.96
"white",5,10.9,8,0.9951,2.97
"white",6,9.3,12,0.9974,3.17
"white",7,12.7,3.2,0.9904,3.22
"white",6,10.1,7.7,0.9974,3.37
"white",5,10,1.3,0.9944,3.18
"white",5,9.8,16.3,1.0004,3.49
"white",6,10.1,6.2,0.9952,3.29
"white",7,9,4.7,0.9956,3.43
"white",6,9.4,5.8,0.995,3.28
"white",6,9.4,5.8,0.995,3.28
"white",6,9.2,16.95,0.9995,3.03
"white",7,10.1,5.1,0.9942,3.36
"white",5,8.6,10.2,0.9977,3.06
"white",8,11.2,3.8,0.992,3.55
"white",8,11.2,1.3,0.992,3.17
"white",6,9.2,16.95,0.9995,3.03
"white",7,10.6,4,0.9934,3.19
"white",6,9.3,17.1,1.0006,3.01
"white",6,8.9,14.5,0.9982,3.05
"white",6,10.6,1.2,0.9928,3.42
"white",7,10.6,6.7,0.9945,3.1
"white",5,8.8,8.4,0.9963,3.09
"white",8,11,1.3,0.9906,3.59
"white",6,10.2,8.8,0.9956,3.32
"white",7,10.1,5.1,0.9942,3.36
"white",6,10.1,10.6,0.9962,3.31
"white",7,14,2.6,0.9894,3.39
"white",6,9.4,5.8,0.995,3.28
"white",6,11.8,2.8,0.9908,3.27
"white",5,11.4,1.6,0.9914,3.44
"white",5,10.7,6.7,0.9938,3.12
"white",5,8.6,10.2,0.9977,3.06
"white",7,11.5,4.9,0.9922,3.51
"white",8,11.2,3.8,0.992,3.55
"white",7,12.6,2,0.9903,3.3
"white",7,12.6,1.7,0.9893,3.21
"white",4,9.3,2.4,0.9952,3.04
"white",7,12.6,2,0.9903,3.3
"white",6,12.1,1.3,0.9912,3.06
"white",6,9.9,12,0.9983,3.52
"white",5,10.7,1.6,0.9937,3.28
"white",4,10,1.4,0.9932,3.26
"white",8,10.4,2.2,0.9928,3.13
"white",5,10.5,1.4,0.9922,3.29
"white",5,9.7,8.3,0.9976,3.31
"white",5,10.5,1.4,0.9922,3.29
"white",5,9,12.9,0.9974,3.28
"white",6,9.2,12.4,0.998,3.54
"white",6,10.1,1.6,0.9931,3.17
"white",7,11.4,1.45,0.9911,3.35
"white",5,10.8,1.6,0.9944,2.93
"white",5,10.9,1.5,0.9937,2.96
"white",6,9.2,13,0.9974,3.2
"white",7,12.9,1.95,0.989,3.12
"white",7,12,5.85,0.992,3.23
"white",5,9.5,1.3,0.9928,3.27
"white",7,11.8,5.3,0.9918,3.06
"white",6,9.1,1.2,0.9936,3.19
"white",6,9.7,4,0.9944,3.2
"white",5,9.1,14.35,0.9988,3.17
"white",5,10,2.3,0.994,2.99
"white",5,10.4,4.7,0.9953,3.25
"white",6,9.5,12.85,0.9986,3.44
"white",8,12.3,5.2,0.9914,3.4
"white",8,11.7,8.4,0.9934,3.42
"white",5,9.5,3.2,0.996,3.14
"white",5,11.5,6.9,0.9937,2.99
"white",6,10.6,1,0.9921,3.14
"white",5,10.2,7.3,0.998,3.17
"white",5,9.5,3.2,0.996,3.14
"white",5,10.5,1.6,0.9933,3.25
"white",5,10.5,1.5,0.9933,3.26
"white",5,8.9,7.5,0.9959,3.14
"white",5,10.6,1.1,0.9936,3.03
"white",5,9.5,1.3,0.9953,3.17
"white",6,10.8,5.7,0.9938,3.2
"white",5,9.5,7.2,0.9952,3.14
"white",5,8.9,7.6,0.9959,3.13
"white",5,8.9,7.5,0.9959,3.14
"white",4,9.4,1.3,0.9937,3.31
"white",6,10.6,1.3,0.992,3.5
"white",4,9,4.8,0.9967,3.47
"white",4,10.5,2.1,0.9944,3.42
"white",6,9,16.85,0.9998,3.16
"white",6,9,16.85,0.9998,3.16
"white",6,9.4,4.1,0.9942,3.27
"white",6,9,16.85,0.9998,3.16
"white",6,9.6,1.3,0.9945,3.29
"white",6,9,16.85,0.9998,3.16
"white",7,10.2,7.4,0.9946,3.15
"white",6,9.4,4.1,0.9942,3.27
"white",6,10.4,0.9,0.9928,3.07
"white",5,10.4,6.3,0.9946,3.52
"white",5,9.5,0.8,0.9927,3.23
"white",6,10.6,1.4,0.9938,3.22
"white",5,11,1,0.9918,3.21
"white",6,9.6,1.3,0.9945,3.29
"white",6,9.9,4.5,0.9966,3.38
"white",5,9.6,5.4,0.9954,3.14
"white",6,12.8,1.9,0.9913,3.01
"white",5,11.4,2,0.9931,3.42
"white",6,10,12.7,0.9986,3.41
"white",5,9.1,8.6,0.9965,3
"white",7,9.4,11.1,0.9984,3.36
"white",6,10.2,2,0.9952,3.46
"white",5,9.2,2.8,0.9956,2.97
"white",5,9.4,4.5,0.9949,3.23
"white",5,9.6,5.4,0.9954,3.14
"white",6,10.1,9.1,0.996,3.12
"white",5,11.4,2,0.9931,3.42
"white",6,10.6,2.2,0.992,3.21
"white",7,12.8,4.1,0.9912,3.18
"white",5,8.9,11.8,0.9978,3.12
"white",5,9.3,1.2,0.9938,3.09
"white",8,11.1,2.2,0.9914,3.25
"white",6,9.9,1.4,0.9932,3.13
"white",5,9.6,1.6,0.9944,3.1
"white",6,12.8,1.9,0.9913,3.01
"white",7,10.7,5.2,0.9948,3.16
"white",6,9.2,14.45,0.998,2.96
"white",7,9.1,14.75,0.9998,3.36
"white",6,9.6,8.3,0.9964,3.33
"white",6,9.2,14.2,0.9992,3.03
"white",7,10.7,5.2,0.9948,3.16
"white",7,9.1,14.75,0.9998,3.36
"white",6,9.2,14.45,0.998,2.96
"white",7,10.7,6.9,0.9939,3
"white",6,NA,1.5,0.992,3.3
"white",7,10.8,1.5,0.9922,3.3
"white",5,9,7.8,0.9955,3.1
"white",6,10.7,1.5,0.9917,3.48
"white",6,10.7,1.5,0.9917,3.48
"white",5,9.4,1.5,0.9954,3.19
"white",6,8.8,15.55,0.9986,2.94
"white",5,9,7.8,0.9955,3.1
"white",6,11.5,1.7,0.9917,3.42
"white",6,12.5,1.5,0.9907,3.23
"white",6,10.5,1,0.9922,2.96
"white",5,9.7,6.7,0.9958,3.29
"white",6,11.3,1.6,0.993,3.23
"white",6,10.7,1.5,0.9917,3.48
"white",6,10.8,1.2,0.9926,2.74
"white",5,10.6,7.1,0.9959,3.17
"white",8,11.7,1,0.9906,3.04
"white",5,9.2,12.1,0.9993,2.94
"white",8,11.1,7.1,0.993,3.02
"white",8,11.7,1,0.9906,3.04
"white",6,11,1.15,0.992,3.33
"white",7,12.5,6,0.992,3.51
"white",6,10,1.2,0.994,3.16
"white",5,10.6,7.1,0.9959,3.17
"white",7,12.3,2.3,0.9908,3.26
"white",6,12.7,3.4,0.9902,3.14
"white",7,12.3,2.3,0.9908,3.26
"white",5,10.5,6.5,0.9943,3.1
"white",6,12.5,1.2,0.9921,3.23
"white",3,12.4,1.15,0.9911,3.2
"white",6,8.7,13,0.9986,3.06
"white",7,12.4,4.5,0.992,3.17
"white",7,12.6,5.85,0.992,3.16
"white",6,11,5.2,0.9943,3.38
"white",6,10.1,1.3,0.9937,3.42
"white",5,10.5,1.7,0.993,3.03
"white",6,12.7,3.4,0.9902,3.14
"white",5,10.9,3.6,0.9928,3.17
"white",7,13.5,2.7,0.9896,3.07
"white",5,9.7,2.2,0.998,3.19
"white",6,9.2,1.8,0.9954,3.45
"white",7,10.6,2.1,0.9938,3.4
"white",7,13.3,6.6,0.9918,2.98
"white",7,13.5,2.7,0.9896,3.07
"white",5,10.1,5.1,0.9944,3.29
"white",4,9.4,17.55,0.9999,2.92
"white",7,10.6,5.2,0.9953,3.18
"white",6,11.3,1.1,0.992,3.25
"white",7,10.8,1.1,0.9925,3.32
"white",5,10.4,10.7,0.9981,3.15
"white",7,10.5,5.15,0.9952,3.82
"white",5,9.3,1.1,0.9927,3.13
"white",6,9.3,1.1,0.9927,3.12
"white",7,12.2,1.8,0.9911,3.29
"white",5,9.2,1,0.9936,3.08
"white",6,10.3,1.8,0.9959,3.81
"white",6,9.4,1.4,0.9946,3.33
"white",6,10.2,6.7,0.9948,3.28
"white",6,9,6.8,0.9955,3.08
"white",6,9.3,6.8,0.9951,3.06
"white",6,9.2,7.1,0.9952,3.06
"white",6,9.4,1.5,0.9946,3.32
"white",6,9.4,1.4,0.9946,3.33
"white",6,9.5,1.45,0.9944,2.92
"white",5,9.9,1.2,0.9938,3.46
"white",7,11.1,7.4,0.9963,3.46
"white",8,12.3,4.2,0.991,2.99
"white",7,8.6,14.6,1.0003,3.21
"white",5,9.4,10.5,0.9966,3.04
"white",6,9.4,13.8,0.9993,3.07
"white",7,8.6,14.6,1.0003,3.21
"white",5,10.9,1.1,0.9938,3.21
"white",5,9.4,5.3,0.9965,3.2
"white",5,10.9,1.1,0.9938,3.21
"white",6,9.4,13.8,0.9993,3.07
"white",6,9.2,1.5,0.9938,3.22
"white",7,8.6,14.6,1.0003,3.21
"white",5,9.4,10.5,0.9966,3.04
"white",6,10.8,4.9,0.9942,3.33
"white",6,10.5,1.9,0.9928,3.29
"white",6,12.5,1.7,0.991,3.02
"white",7,12.1,1.8,0.9911,2.99
"white",5,8.7,10.7,0.9977,3.02
"white",8,12.7,8.8,0.9927,3.07
"white",7,12.1,1.8,0.9911,2.99
"white",6,12.5,1.7,0.991,3.02
"white",7,11.4,1.8,0.9912,3.06
"white",7,12.9,1.6,0.9907,3.02
"white",7,12.8,1.4,0.9902,3.15
"white",6,11.2,1.6,0.992,3.38
"white",6,9.7,1.5,0.994,3.14
"white",6,9.7,9.2,0.9966,3.04
"white",6,10.3,1.1,0.993,3.5
"white",4,11.6,4.3,0.993,3
"white",4,11.6,4.2,0.993,3
"white",6,9.7,9.2,0.9966,3.04
"white",6,10.9,5,0.9942,3.32
"white",7,12.6,6.8,0.9925,3.19
"white",6,12.4,5.2,0.9925,3.3
"white",5,11.5,4.75,0.9928,2.96
"white",6,10.2,5.9,0.995,2.93
"white",5,11.4,7.7,0.9939,3.22
"white",6,9.6,6.4,0.9958,3.3
"white",6,10.3,8.1,0.9952,3.05
"white",5,9.3,17.35,1,2.95
"white",7,10.7,1.8,0.9948,3.33
"white",8,12.8,1.8,0.99,3.13
"white",5,9.5,1.5,0.9958,2.98
"white",6,10.4,1.6,0.9948,3.02
"white",6,10.3,1.6,0.9949,3.02
"white",6,9.9,13.5,0.997,3.46
"white",6,10.7,3.75,0.9927,3.23
"white",5,10.5,1.3,0.9938,2.94
"white",5,9.6,1.3,0.9949,3.08
"white",6,9.3,6.2,0.9953,3.15
"white",6,10,9.7,0.997,3.1
"white",6,11.2,2,0.9932,3.04
"white",5,10.8,1.4,0.9927,3.32
"white",6,10.3,1.1,0.9932,3.54
"white",5,8.8,6.6,0.9955,3.03
"white",6,12.8,1.5,0.9914,3.04
"white",6,13.2,4.6,0.991,3.23
"white",6,10.1,0.9,0.992,3.54
"white",5,11,1.7,0.9924,3.44
"white",6,10.8,1.3,0.9927,3.25
"white",7,12.8,2.3,0.9911,3.2
"white",6,9.2,6.8,0.9958,3.12
"white",6,10.5,1.5,0.9928,3.12
"white",6,11.7,1.2,0.9902,3.37
"white",5,9.5,2.1,0.994,2.85
"white",5,9.5,2.2,0.994,2.85
"white",6,8.8,8.8,0.9972,3.4
"white",7,9.3,17,1.0004,3.15
"white",8,12.6,1.8,0.991,3.09
"white",6,12.4,1.2,0.9918,3.21
"white",6,10.1,2.3,0.995,3.65
"white",8,11.2,7,0.9941,3.26
"white",5,10,6.4,0.9956,3.29
"white",5,10,6.4,0.9956,3.29
"white",6,10.8,12.15,0.9959,2.99
"white",6,10,0.8,0.9922,3.27
"white",5,10.4,2,0.9931,3.04
"white",6,10.8,12.15,0.9959,2.99
"white",6,9.8,12.4,0.9984,3.51
"white",8,12.2,1.9,0.9908,3.26
"white",8,12.7,1.1,0.991,3.39
"white",7,12.2,6.2,0.9928,3.21
"white",7,11.9,6.3,0.9936,3.15
"white",8,11.2,7,0.9941,3.26
"white",4,10.4,0.9,0.9924,2.96
"white",7,12.8,3.9,0.9917,3.29
"white",7,12.7,3.9,0.9906,3.28
"white",6,10.1,2.3,0.995,3.65
"white",5,10,6.4,0.9956,3.29
"white",5,9,1.8,0.9955,3.43
"white",5,11.4,1.1,0.9907,2.92
"white",6,8.9,15.4,1,3.32
"white",6,9.3,6.5,0.9953,3.15
"white",8,12,2.4,0.9911,3.28
"white",7,10.8,1.4,0.9922,3.36
"white",6,10.5,5.7,0.9951,3.52
"white",7,10.6,5.7,0.9948,3.59
"white",7,11.3,1.4,0.9906,3.19
"white",4,9.5,1.4,0.994,3.22
"white",5,11.4,1.1,0.9907,2.92
"white",7,10.1,1.2,0.9927,3.33
"white",6,10.9,0.9,0.9914,3.25
"white",5,8.9,3.8,0.9958,3.15
"white",6,8.9,15.4,1,3.32
"white",5,9.3,14.15,0.9984,2.9
"white",6,10.4,1.9,0.9941,3.25
"white",7,12,9.2,0.9944,3.1
"white",6,9.5,8.2,0.998,2.87
"white",6,9.5,8.2,0.998,2.87
"white",7,12.4,2.7,0.9902,3.14
"white",7,11.2,1.7,0.9911,3.28
"white",6,11.4,1.7,0.9929,3.15
"white",6,11.4,1.7,0.993,3.16
"white",7,11.1,1.6,0.9918,3.35
"white",6,10.4,0.9,0.992,3.1
"white",7,12,8.5,0.9932,3.38
"white",7,12.3,5.7,0.992,3.54
"white",6,9.1,3.1,0.994,3.12
"white",6,10.5,1.3,0.9923,3.24
"white",6,11.4,1.6,0.993,3.23
"white",5,9.5,1.3,0.9956,3.77
"white",7,13.7,4.5,0.9907,3.42
"white",6,13.4,2.8,0.99,3.28
"white",7,11.3,1.2,0.9918,3.2
"white",6,10,0.9,0.9926,3.06
"white",6,10.1,7.4,0.995,3.49
"white",6,12.2,1.4,0.99,3.26
"white",6,13.4,2.8,0.99,3.28
"white",6,9.3,4.6,0.9946,3.31
"white",7,13.7,4.5,0.9907,3.42
"white",7,12.3,1.6,0.9898,3.09
"white",7,11.3,1.2,0.9918,3.2
"white",7,8.9,13.1,0.9986,3.04
"white",7,8.9,13.1,0.9986,3.04
"white",6,11.5,5.7,0.9928,3.19
"white",7,8.9,13.1,0.9986,3.04
"white",6,9.3,12.6,0.9979,3.17
"white",8,11.1,5.4,0.994,3.3
"white",8,10.9,2.2,0.9937,3.34
"white",5,11.6,6.6,0.9938,2.9
"white",4,10.2,NA,0.9942,3.15
"white",8,10.5,6.8,0.9944,3.01
"white",6,11.4,3.6,0.993,2.91
"white",7,8.9,13.1,0.9986,3.04
"white",6,10.6,1.2,0.9932,3.14
"white",6,11.6,5.9,0.9934,3.31
"white",6,11.5,5.7,0.9928,3.19
"white",8,12.3,4.1,0.9925,3.25
